chave_acesso,fiscal_doc_no,series_no,location_id,chave_aux,status,data_consulta,protocolo,checkbox,codigo,numero_documento,chave_consulta,tipo_documento,data_processamento,icone1,icone2,icone3,icone4,icone5,valor_total,valor_oculto,data_emissao,id_interno,nome_empresa,oculto,observacao,status_limpo,observacao_completa,cor_status,checkbox_value
47508411160439,23552,110,100,NF021,Rejeitado,21/10/2025 17:33:20,0,,110,000023552,47508411160439,DPEC/EPEC,09/10/2025 07:31:42,,,,,,"R$ 25,94",,13/10/2025 12:07:56,12060121,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691880
47508411160439,23569,110,100,NF022,Rejeitado,21/10/2025 17:33:20,0,,110,000023569,47508411160439,DPEC/EPEC,09/10/2025 07:32:17,,,,,,"R$ 3,87",,13/10/2025 12:09:03,12060183,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104692005
47508411160439,23564,110,100,NF023,Rejeitado,21/10/2025 17:33:20,0,,110,000023564,47508411160439,DPEC/EPEC,09/10/2025 07:32:14,,,,,,"R$ 20,83",,13/10/2025 12:08:08,12060245,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691903
47508411160439,23568,110,100,NF024,Rejeitado,21/10/2025 17:33:20,0,,110,000023568,47508411160439,DPEC/EPEC,09/10/2025 07:32:17,,,,,,"R$ 13,95",,13/10/2025 12:09:03,12060251,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104692002
47508411160439,23567,110,100,NF025,Rejeitado,21/10/2025 17:33:20,0,,110,000023567,47508411160439,DPEC/EPEC,09/10/2025 07:32:16,,,,,,"R$ 36,66",,13/10/2025 12:08:10,12060252,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691906
47508411160439,23570,110,100,NF026,Rejeitado,21/10/2025 17:33:20,0,,110,000023570,47508411160439,DPEC/EPEC,09/10/2025 07:32:19,,,,,,"R$ 55,88",,13/10/2025 12:07:58,12060253,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691885
47508411160439,23573,110,100,NF027,Rejeitado,21/10/2025 17:33:20,0,,110,000023573,47508411160439,DPEC/EPEC,09/10/2025 07:32:20,,,,,,"R$ 18,26",,13/10/2025 12:08:59,12060257,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691996
47508411160439,23577,110,100,NF028,Rejeitado,21/10/2025 17:33:20,0,,110,000023577,47508411160439,DPEC/EPEC,09/10/2025 07:32:23,,,,,,"R$ 30,83",,13/10/2025 12:08:51,12060262,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691982
47508411160439,23615,110,100,NF029,Rejeitado,21/10/2025 17:33:20,0,,110,000023615,47508411160439,DPEC/EPEC,09/10/2025 07:32:44,,,,,,"R$ 3,81",,13/10/2025 12:06:22,12060343,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691698
47508411160439,23617,110,100,NF030,Rejeitado,21/10/2025 17:33:20,0,,110,000023617,47508411160439,DPEC/EPEC,09/10/2025 07:32:46,,,,,,"R$ 1,29",,13/10/2025 12:06:20,12060344,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691697
47508411160439,23640,110,100,NF031,Rejeitado,21/10/2025 17:33:20,0,,110,000023640,47508411160439,DPEC/EPEC,09/10/2025 07:33:06,,,,,,"R$ 151,70",,13/10/2025 12:08:04,12060488,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691894
47508411160439,23651,110,100,NF032,Rejeitado,21/10/2025 17:33:20,0,,110,000023651,47508411160439,DPEC/EPEC,09/10/2025 07:33:12,,,,,,"R$ 1,86",,13/10/2025 12:08:04,12060494,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691893
47508411160439,23683,110,100,NF033,Rejeitado,21/10/2025 17:33:20,0,,110,000023683,47508411160439,DPEC/EPEC,09/10/2025 07:33:28,,,,,,"R$ 6,54",,13/10/2025 12:08:14,12060500,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691913
47508411160439,23687,110,100,NF034,Rejeitado,21/10/2025 17:33:20,0,,110,000023687,47508411160439,DPEC/EPEC,09/10/2025 07:33:30,,,,,,"R$ 1,46",,13/10/2025 12:08:18,12060501,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691918
47508411160439,23707,110,100,NF035,Rejeitado,21/10/2025 17:33:20,0,,110,000023707,47508411160439,DPEC/EPEC,09/10/2025 07:33:46,,,,,,"R$ 3,05",,13/10/2025 12:08:16,12060507,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691917
47508411160439,23726,110,100,NF036,Rejeitado,21/10/2025 17:33:20,0,,110,000023726,47508411160439,DPEC/EPEC,09/10/2025 07:33:54,,,,,,"R$ 1,86",,13/10/2025 12:08:13,12060730,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691911
47508411160439,23679,110,100,NF037,Rejeitado,21/10/2025 17:33:20,0,,110,000023679,47508411160439,DPEC/EPEC,09/10/2025 07:33:25,,,,,,"R$ 5,57",,13/10/2025 12:06:20,12060589,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691694
47508411160439,23682,110,100,NF038,Rejeitado,21/10/2025 17:33:20,0,,110,000023682,47508411160439,DPEC/EPEC,09/10/2025 07:33:27,,,,,,"R$ 34,23",,13/10/2025 12:06:26,12060592,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691708
47508411160439,23678,110,100,NF039,Rejeitado,21/10/2025 17:33:20,0,,110,000023678,47508411160439,DPEC/EPEC,09/10/2025 07:33:25,,,,,,"R$ 10,87",,13/10/2025 12:08:53,12060609,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691987
47508411160439,23702,110,100,NF040,Rejeitado,21/10/2025 17:33:20,0,,110,000023702,47508411160439,DPEC/EPEC,09/10/2025 07:33:44,,,,,,"R$ 11,89",,13/10/2025 12:06:20,12060673,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691696
47508411160439,23723,110,100,NF041,Rejeitado,21/10/2025 17:33:20,0,,110,000023723,47508411160439,DPEC/EPEC,09/10/2025 07:33:53,,,,,,"R$ 8,11",,13/10/2025 12:07:25,12060722,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691823
47508411160439,23731,110,100,NF042,Rejeitado,21/10/2025 17:33:20,0,,110,000023731,47508411160439,DPEC/EPEC,09/10/2025 07:33:55,,,,,,"R$ 1,76",,13/10/2025 12:07:31,12060727,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691832
47508411160439,23721,110,100,NF043,Rejeitado,21/10/2025 17:33:20,0,,110,000023721,47508411160439,DPEC/EPEC,09/10/2025 07:33:53,,,,,,"R$ 50,08",,13/10/2025 12:06:31,12060686,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691718
47508411160439,23749,110,100,NF044,Rejeitado,21/10/2025 17:33:20,0,,110,000023749,47508411160439,DPEC/EPEC,09/10/2025 07:34:05,,,,,,"R$ 3,82",,13/10/2025 12:06:26,12060778,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691707
47508411160439,23735,110,100,NF045,Rejeitado,21/10/2025 17:33:20,0,,110,000023735,47508411160439,DPEC/EPEC,09/10/2025 07:33:57,,,,,,"R$ 258,09",,13/10/2025 12:07:00,12060790,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691772
47508411160439,23742,110,100,NF046,Rejeitado,21/10/2025 17:33:20,0,,110,000023742,47508411160439,DPEC/EPEC,09/10/2025 07:34:02,,,,,,"R$ 28,07",,13/10/2025 12:07:27,12060801,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691828
47508411160439,23752,110,100,NF047,Rejeitado,21/10/2025 17:33:20,0,,110,000023752,47508411160439,DPEC/EPEC,09/10/2025 07:34:09,,,,,,"R$ 42,66",,13/10/2025 12:07:31,12060832,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691833
47508411160439,23758,110,100,NF048,Rejeitado,21/10/2025 17:33:20,0,,110,000023758,47508411160439,DPEC/EPEC,09/10/2025 07:34:13,,,,,,"R$ 16,71",,13/10/2025 12:06:48,12060838,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691749
47508411160439,23761,110,100,NF049,Rejeitado,21/10/2025 17:33:20,0,,110,000023761,47508411160439,DPEC/EPEC,09/10/2025 07:34:15,,,,,,"R$ 79,60",,13/10/2025 12:07:29,12060841,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691830
47508411160439,23764,110,100,NF050,Rejeitado,21/10/2025 17:33:20,0,,110,000023764,47508411160439,DPEC/EPEC,09/10/2025 07:34:16,,,,,,"R$ 1,08",,13/10/2025 12:06:59,12060843,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691770
47508411160439,23785,110,100,NF051,Rejeitado,21/10/2025 17:33:20,0,,110,000023785,47508411160439,DPEC/EPEC,09/10/2025 07:34:30,,,,,,"R$ 1,86",,13/10/2025 12:06:28,12060879,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691712
47508411160439,23776,110,100,NF052,Rejeitado,21/10/2025 17:33:20,0,,110,000023776,47508411160439,DPEC/EPEC,09/10/2025 07:34:23,,,,,,"R$ 57,30",,13/10/2025 12:06:50,12060888,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691755
47508411160439,23784,110,100,NF053,Rejeitado,21/10/2025 17:33:20,0,,110,000023784,47508411160439,DPEC/EPEC,09/10/2025 07:34:30,,,,,,"R$ 1,86",,13/10/2025 12:06:54,12060896,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691760
47508411160439,23792,110,100,NF054,Rejeitado,21/10/2025 17:33:20,0,,110,000023792,47508411160439,DPEC/EPEC,09/10/2025 07:34:33,,,,,,"R$ 8,95",,13/10/2025 12:07:44,12060881,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691859
47508411160439,23794,110,100,NF055,Rejeitado,21/10/2025 17:33:20,0,,110,000023794,47508411160439,DPEC/EPEC,09/10/2025 07:34:34,,,,,,"R$ 37,36",,13/10/2025 12:06:29,12060882,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691714
47508411160439,23802,110,100,NF056,Rejeitado,21/10/2025 17:33:20,0,,110,000023802,47508411160439,DPEC/EPEC,09/10/2025 07:34:37,,,,,,"R$ 24,72",,13/10/2025 12:07:46,12060883,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691861
47508411160439,23800,110,100,NF057,Rejeitado,21/10/2025 17:33:20,0,,110,000023800,47508411160439,DPEC/EPEC,09/10/2025 07:34:36,,,,,,"R$ 16,81",,13/10/2025 12:06:42,12060901,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691739
47508411160439,23799,110,100,NF058,Rejeitado,21/10/2025 17:33:20,0,,110,000023799,47508411160439,DPEC/EPEC,09/10/2025 07:34:36,,,,,,"R$ 1,27",,13/10/2025 12:06:52,12060902,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691759
47508411160439,23808,110,100,NF059,Rejeitado,21/10/2025 17:33:20,0,,110,000023808,47508411160439,DPEC/EPEC,09/10/2025 07:34:39,,,,,,"R$ 16,89",,13/10/2025 12:07:00,12060906,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691771
47508411160439,23811,110,100,NF060,Rejeitado,21/10/2025 17:33:20,0,,110,000023811,47508411160439,DPEC/EPEC,09/10/2025 07:34:40,,,,,,"R$ 18,41",,13/10/2025 12:07:31,12060970,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691834
47508411160439,23815,110,100,NF061,Rejeitado,21/10/2025 17:33:20,0,,110,000023815,47508411160439,DPEC/EPEC,09/10/2025 07:34:43,,,,,,"R$ 13,17",,13/10/2025 12:06:44,12060976,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691741
47508411160439,23816,110,100,NF062,Rejeitado,21/10/2025 17:33:20,0,,110,000023816,47508411160439,DPEC/EPEC,09/10/2025 07:34:43,,,,,,"R$ 14,70",,13/10/2025 12:07:29,12060977,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691829
47508411160439,23826,110,100,NF063,Rejeitado,21/10/2025 17:33:20,0,,110,000023826,47508411160439,DPEC/EPEC,09/10/2025 07:34:48,,,,,,"R$ 5,28",,13/10/2025 12:06:20,12060920,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691690
47508411160439,23819,110,100,NF064,Rejeitado,21/10/2025 17:33:20,0,,110,000023819,47508411160439,DPEC/EPEC,09/10/2025 07:34:46,,,,,,"R$ 107,40",,13/10/2025 12:06:52,12060980,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691756
47508411160439,23830,110,100,NF065,Rejeitado,21/10/2025 17:33:20,0,,110,000023830,47508411160439,DPEC/EPEC,09/10/2025 07:34:50,,,,,,"R$ 7,33",,13/10/2025 12:09:01,12060985,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691999
47508411160439,23833,110,100,NF066,Rejeitado,21/10/2025 17:33:20,0,,110,000023833,47508411160439,DPEC/EPEC,09/10/2025 07:34:51,,,,,,"R$ 34,79",,13/10/2025 12:06:55,12060986,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691763
47508411160439,23844,110,100,NF067,Rejeitado,21/10/2025 17:33:20,0,,110,000023844,47508411160439,DPEC/EPEC,09/10/2025 07:34:58,,,,,,"R$ 38,86",,13/10/2025 12:08:53,12061037,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691985
47508411160439,23849,110,100,NF068,Rejeitado,21/10/2025 17:33:20,0,,110,000023849,47508411160439,DPEC/EPEC,09/10/2025 07:35:03,,,,,,"R$ 1,86",,13/10/2025 12:07:42,12061007,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691853
47508411160439,23858,110,100,NF069,Rejeitado,21/10/2025 17:33:20,0,,110,000023858,47508411160439,DPEC/EPEC,09/10/2025 07:35:11,,,,,,"R$ 21,28",,13/10/2025 12:06:20,12061076,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691692
