chave_acesso,fiscal_doc_no,series_no,location_id,chave_aux,status,reprocessado,data_consulta,protocolo,checkbox,codigo,numero_documento,chave_consulta,tipo_documento,data_processamento,icone1,icone2,icone3,icone4,icone5,valor_total,valor_oculto,data_emissao,id_interno,nome_empresa,oculto,observacao,status_limpo,observacao_completa,cor_status,checkbox_value
47508411099004,20773,110,132,NF017,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000020773,47508411099004,DPEC/EPEC,08/10/2025 22:38:34,,,,,,"R$ 4,88",,14/10/2025 16:06:55,11931770,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737474
47508411099004,20796,110,132,NF018,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000020796,47508411099004,DPEC/EPEC,08/10/2025 22:38:45,,,,,,"R$ 32,53",,14/10/2025 16:06:59,11931787,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737479
47508411099004,20846,110,132,NF019,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000020846,47508411099004,DPEC/EPEC,08/10/2025 22:39:16,,,,,,"R$ 23,68",,14/10/2025 16:06:59,11931946,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737478
47508411099004,20852,110,132,NF020,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000020852,47508411099004,DPEC/EPEC,08/10/2025 22:39:19,,,,,,"R$ 9,63",,14/10/2025 16:06:57,11931988,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737476
47508411099004,20879,110,132,NF021,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000020879,47508411099004,DPEC/EPEC,08/10/2025 22:39:51,,,,,,"R$ 6,93",,14/10/2025 16:06:53,11932041,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737457
47508411099004,21176,110,132,NF022,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000021176,47508411099004,DPEC/EPEC,08/10/2025 22:44:34,,,,,,"R$ 0,72",,14/10/2025 16:06:28,11932973,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737401
47508411099004,21179,110,132,NF023,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000021179,47508411099004,DPEC/EPEC,08/10/2025 22:44:37,,,,,,"R$ 8,26",,14/10/2025 16:06:32,11932975,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737411
47508411099004,21185,110,132,NF024,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000021185,47508411099004,DPEC/EPEC,08/10/2025 22:44:44,,,,,,"R$ 7,04",,14/10/2025 16:05:11,11932983,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737169
47508411099004,21190,110,132,NF025,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000021190,47508411099004,DPEC/EPEC,08/10/2025 22:44:50,,,,,,"R$ 7,78",,14/10/2025 16:06:32,11932986,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737414
47508411099004,21204,110,132,NF026,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000021204,47508411099004,DPEC/EPEC,08/10/2025 22:45:05,,,,,,"R$ 11,35",,14/10/2025 16:05:59,11933099,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737341
47508411099004,21209,110,132,NF027,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000021209,47508411099004,DPEC/EPEC,08/10/2025 22:45:10,,,,,,"R$ 0,72",,14/10/2025 16:06:03,11933105,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737348
47508411099004,21228,110,132,NF028,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000021228,47508411099004,DPEC/EPEC,08/10/2025 22:45:24,,,,,,"R$ 14,96",,14/10/2025 16:05:49,11933181,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737313
47508411099004,21399,110,132,NF029,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000021399,47508411099004,DPEC/EPEC,08/10/2025 22:47:20,,,,,,"R$ 12,04",,14/10/2025 16:05:44,11933744,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737310
47508411099004,21427,110,132,NF030,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000021427,47508411099004,DPEC/EPEC,08/10/2025 22:47:42,,,,,,"R$ 2,92",,14/10/2025 16:05:51,11933838,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737320
47508411097303,18992,110,173,NF031,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018992,47508411097303,DPEC/EPEC,08/10/2025 22:54:48,,,,,,"R$ 11,10",,13/10/2025 13:52:15,11935699,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104698422
47508411097303,19004,110,173,NF032,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000019004,47508411097303,DPEC/EPEC,08/10/2025 22:55:27,,,,,,"R$ 5,34",,13/10/2025 13:52:13,11935827,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104698420
47508411097303,19173,110,173,NF033,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000019173,47508411097303,DPEC/EPEC,08/10/2025 22:59:04,,,,,,"R$ 26,92",,13/10/2025 17:51:31,11936833,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104715347
47508411097303,19321,110,173,NF034,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000019321,47508411097303,DPEC/EPEC,08/10/2025 23:02:16,,,,,,"R$ 10,84",,14/10/2025 16:04:28,11937732,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737027
47508411097303,19588,110,173,NF035,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000019588,47508411097303,DPEC/EPEC,08/10/2025 23:09:36,,,,,,"R$ 27,60",,14/10/2025 16:04:33,11939605,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737076
47508411159007,18254,110,206,NF036,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018254,47508411159007,DPEC/EPEC,08/10/2025 23:13:12,,,,,,"R$ 23,94",,13/10/2025 13:52:08,11940506,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104698409
47508411159007,18260,110,206,NF037,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018260,47508411159007,DPEC/EPEC,08/10/2025 23:13:20,,,,,,"R$ 45,15",,14/10/2025 16:04:37,11940631,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737069
47508411159007,18270,110,206,NF038,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018270,47508411159007,DPEC/EPEC,08/10/2025 23:13:32,,,,,,"R$ 56,47",,14/10/2025 16:04:39,11940692,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737072
47508411159007,18274,110,206,NF039,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018274,47508411159007,DPEC/EPEC,08/10/2025 23:13:35,,,,,,"R$ 6,46",,14/10/2025 16:04:33,11940698,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737062
47508411159007,18413,110,206,NF040,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018413,47508411159007,DPEC/EPEC,08/10/2025 23:16:24,,,,,,"R$ 2,93",,14/10/2025 16:05:07,11941507,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737262
47508411159007,18438,110,206,NF041,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018438,47508411159007,DPEC/EPEC,08/10/2025 23:16:49,,,,,,"R$ 44,54",,14/10/2025 16:05:09,11941695,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737274
47508411159007,18458,110,206,NF042,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018458,47508411159007,DPEC/EPEC,08/10/2025 23:17:12,,,,,,"R$ 4,07",,14/10/2025 16:05:11,11941830,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737277
47508411159007,18468,110,206,NF043,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018468,47508411159007,DPEC/EPEC,08/10/2025 23:17:28,,,,,,"R$ 7,37",,14/10/2025 16:05:09,11941903,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737276
47508411159007,18551,110,206,NF044,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018551,47508411159007,DPEC/EPEC,08/10/2025 23:18:47,,,,,,"R$ 7,70",,14/10/2025 16:05:03,11942292,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737255
47508411159007,18557,110,206,NF045,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018557,47508411159007,DPEC/EPEC,08/10/2025 23:18:55,,,,,,"R$ 20,53",,14/10/2025 16:05:05,11942307,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737256
47508411159007,18688,110,206,NF046,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018688,47508411159007,DPEC/EPEC,08/10/2025 23:22:59,,,,,,"R$ 35,38",,14/10/2025 16:04:37,11943579,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737070
47508411159007,18692,110,206,NF047,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018692,47508411159007,DPEC/EPEC,08/10/2025 23:23:04,,,,,,"R$ 3,40",,14/10/2025 16:04:39,11943629,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737074
47508411159007,18703,110,206,NF048,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018703,47508411159007,DPEC/EPEC,08/10/2025 23:23:27,,,,,,"R$ 2,47",,14/10/2025 16:04:35,11943717,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737066
47508411159007,18787,110,206,NF049,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018787,47508411159007,DPEC/EPEC,08/10/2025 23:26:29,,,,,,"R$ 5,79",,13/10/2025 17:51:29,11944639,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104715370
47508411159007,18793,110,206,NF050,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018793,47508411159007,DPEC/EPEC,08/10/2025 23:26:38,,,,,,"R$ 17,29",,13/10/2025 17:51:31,11944714,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104715374
47508411159007,18829,110,206,NF051,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018829,47508411159007,DPEC/EPEC,08/10/2025 23:28:18,,,,,,"R$ 16,89",,14/10/2025 16:04:53,11945163,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737161
47508411159007,18841,110,206,NF052,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018841,47508411159007,DPEC/EPEC,08/10/2025 23:29:53,,,,,,"R$ 16,09",,14/10/2025 16:04:53,11945536,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104737166
47508411170582,27078,110,207,NF053,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000027078,47508411170582,DPEC/EPEC,09/10/2025 02:12:04,,,,,,"R$ 41,44",,13/10/2025 11:23:43,11999553,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104689455
47508411170582,27082,110,207,NF054,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000027082,47508411170582,DPEC/EPEC,09/10/2025 02:12:09,,,,,,"R$ 5,89",,13/10/2025 11:23:39,11999565,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104689448
47508411170582,27083,110,207,NF055,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000027083,47508411170582,DPEC/EPEC,09/10/2025 02:12:09,,,,,,"R$ 0,08",,13/10/2025 11:23:43,11999567,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104689457
47508411170582,27140,110,207,NF056,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000027140,47508411170582,DPEC/EPEC,09/10/2025 02:13:04,,,,,,"R$ 0,08",,13/10/2025 19:06:20,11999931,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104717730
47508411170582,27215,110,207,NF057,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000027215,47508411170582,DPEC/EPEC,09/10/2025 02:15:04,,,,,,"R$ 43,81",,13/10/2025 19:06:24,12000651,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104717762
47508411060728,18474,110,185,NF058,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018474,47508411060728,DPEC/EPEC,09/10/2025 02:38:28,,,,,,"R$ 16,65",,13/10/2025 18:06:38,12009024,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104716028
47508411115484,25460,110,181,NF059,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000025460,47508411115484,DPEC/EPEC,09/10/2025 02:38:34,,,,,,"R$ 0,08",,13/10/2025 18:06:37,12009113,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104716027
47508411115484,25571,110,181,NF060,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000025571,47508411115484,DPEC/EPEC,09/10/2025 02:43:26,,,,,,"R$ 2,32",,13/10/2025 19:06:26,12010928,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104717798
47508411060728,18674,110,185,NF061,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018674,47508411060728,DPEC/EPEC,09/10/2025 02:43:32,,,,,,"R$ 109,30",,13/10/2025 16:26:47,12010972,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104708995
47508411004810,26509,110,186,NF062,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000026509,47508411004810,DPEC/EPEC,09/10/2025 02:44:07,,,,,,"R$ 11,96",,13/10/2025 16:26:45,12011152,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104708992
47508411060728,18690,110,185,NF063,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018690,47508411060728,DPEC/EPEC,09/10/2025 02:44:17,,,,,,"R$ 21,01",,13/10/2025 16:26:38,12011228,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104708963
47508411004810,26545,110,186,NF064,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000026545,47508411004810,DPEC/EPEC,09/10/2025 02:44:28,,,,,,"R$ 36,44",,13/10/2025 18:06:40,12011291,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104716035
47508411004810,26552,110,186,NF065,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000026552,47508411004810,DPEC/EPEC,09/10/2025 02:44:30,,,,,,"R$ 11,78",,13/10/2025 18:06:41,12011294,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104716039
47508411060728,18892,110,185,NF066,Rejeitado,Sim,22/10/2025 13:57:11,0,,110,000018892,47508411060728,DPEC/EPEC,09/10/2025 02:49:54,,,,,,"R$ 0,17",,13/10/2025 18:06:26,12013372,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104715935
